4.9782,4.9829,4.9832,4.9823,4.9817,4.9838,4.9892,4.9908,4.9898,4.9854,4.9889,4.9947,4.9973,5,5.005,5.005,5.0091,5.0122,5.0089,5.0151,5.0095
4.9783,4.9828,4.9831,4.9822,4.9815,4.9839,4.9891,4.9907,4.9898,4.9853,4.9889,4.9947,4.9973,5.0001,5.005,5.005,5.0092,5.0124,5.009,5.0147,5.0096
4.9782,4.9828,4.9831,4.9823,4.9815,4.9838,4.9892,4.9909,4.9899,4.9853,4.9889,4.9947,4.9973,5.0001,5.0051,5.0052,5.0093,5.0122,5.0089,5.0147,5.0096
4.9781,4.9828,4.9829,4.9823,4.9816,4.9837,4.9892,4.9908,4.99,4.985,4.989,4.9947,4.9975,4.9998,5.005,5.0052,5.0094,5.0122,5.0089,5.0146,5.0095
4.9784,4.9827,4.9829,4.9823,4.9818,4.9836,4.9889,4.9907,4.99,4.9851,4.9889,4.9947,4.9975,4.9998,5.0048,5.0053,5.0094,5.0122,5.0088,5.0145,5.0095
4.9783,4.9826,4.983,4.9821,4.9818,4.9837,4.9889,4.9907,4.9904,4.9854,4.9889,4.9947,4.9975,4.9999,5.0048,5.0054,5.0092,5.0121,5.0089,5.0145,5.0096
4.9784,4.9825,4.9827,4.9819,4.9818,4.9835,4.9888,4.9908,4.9904,4.9853,4.9889,4.9947,4.9975,5.0002,5.0048,5.0055,5.0093,5.0119,5.0088,5.0145,5.0095
4.9783,4.9825,4.9826,4.982,4.9819,4.9833,4.9885,4.9907,4.9903,4.9853,4.9889,4.9946,4.9975,5,5.0048,5.0056,5.0093,5.0119,5.0088,5.0145,5.0096
4.9781,4.9826,4.9827,4.9821,4.982,4.9834,4.9885,4.9906,4.9904,4.9854,4.9889,4.9947,4.9975,4.9997,5.0048,5.0055,5.0092,5.0118,5.0089,5.0144,5.0096
4.978,4.9826,4.9828,4.9821,4.9819,4.9835,4.9884,4.9906,4.9903,4.9857,4.989,4.9947,4.9974,4.9998,5.0047,5.0055,5.0091,5.012,5.0091,5.0144,5.0097
4.978,4.9827,4.9829,4.9821,4.9816,4.9834,4.9884,4.9904,4.9902,4.9856,4.9889,4.995,4.9975,4.9996,5.0047,5.0057,5.0093,5.012,5.0091,5.0144,5.0097
4.978,4.9827,4.9827,4.9821,4.9817,4.9834,4.9884,4.9905,4.9902,4.9855,4.9888,4.995,4.9976,4.9996,5.0048,5.0057,5.0092,5.012,5.0092,5.0145,5.0097
4.978,4.9829,4.9828,4.9821,4.9816,4.9835,4.9883,4.9904,4.9902,4.9856,4.9888,4.9951,4.9976,4.9996,5.0049,5.0057,5.0092,5.0118,5.0092,5.0145,5.0098
4.9781,4.9829,4.9827,4.9821,4.9816,4.9834,4.9882,4.9903,4.9903,4.9858,4.9888,4.9951,4.9976,4.9997,5.005,5.0059,5.0091,5.0118,5.0092,5.0144,5.0098
4.978,4.9828,4.9827,4.982,4.9814,4.9835,4.988,4.9903,4.9902,4.9858,4.9889,4.995,4.9977,4.9997,5.005,5.006,5.0091,5.0117,5.0092,5.0143,5.0098
4.9781,4.983,4.9828,4.982,4.9813,4.9834,4.9881,4.9904,4.9902,4.9856,4.9889,4.9952,4.9976,4.9998,5.0051,5.0059,5.0093,5.0117,5.0092,5.0143,5.0098
4.978,4.9829,4.9828,4.9819,4.9813,4.9833,4.9882,4.9904,4.99,4.9855,4.9889,4.9951,4.9976,4.9997,5.0051,5.006,5.0094,5.0117,5.0092,5.0143,5.0098
4.9781,4.9827,4.9827,4.9819,4.9813,4.9834,4.9882,4.9907,4.9901,4.9855,4.9889,4.995,4.9976,4.9999,5.005,5.0061,5.0092,5.0116,5.0093,5.0144,5.0098
4.978,4.9826,4.9826,4.982,4.9816,4.9834,4.9882,4.9906,4.9902,4.9855,4.9888,4.995,4.9976,5,5.0051,5.006,5.0092,5.0116,5.0095,5.0143,5.0098
4.9779,4.9826,4.9826,4.9821,4.9817,4.9833,4.9883,4.9905,4.9901,4.9856,4.9888,4.9951,4.9976,5,5.005,5.0061,5.0093,5.0115,5.0096,5.0141,5.0097
4.9777,4.9829,4.9824,4.982,4.9817,4.9833,4.9882,4.9907,4.99,4.9857,4.9888,4.9951,4.9976,4.9999,5.0052,5.006,5.0093,5.0115,5.0096,5.014,5.0098
4.9777,4.9829,4.9824,4.982,4.9817,4.9833,4.9882,4.9904,4.99,4.9857,4.9888,4.9952,4.9976,5,5.0052,5.0062,5.0094,5.0114,5.0097,5.0142,5.0098
4.9776,4.9828,4.9822,4.982,4.9817,4.9831,4.9881,4.9905,4.9899,4.9855,4.9889,4.9952,4.9976,4.9998,5.0051,5.0065,5.0093,5.0115,5.0097,5.0142,5.0098
4.9777,4.9828,4.9819,4.9819,4.9818,4.9831,4.988,4.9905,4.9898,4.9855,4.9889,4.9952,4.9976,4.9998,5.0051,5.0064,5.0092,5.0116,5.0096,5.0142,5.0097
4.9776,4.9828,4.9821,4.9817,4.9818,4.9831,4.9878,4.9904,4.9899,4.9855,4.9888,4.9952,4.9976,4.9998,5.0051,5.0064,5.0092,5.0115,5.0097,5.0142,5.0098
4.9774,4.9828,4.982,4.9817,4.9817,4.9831,4.9878,4.9904,4.9898,4.9855,4.9887,4.9952,4.9976,4.9998,5.0051,5.0065,5.0092,5.0115,5.0096,5.0144,5.0098
4.9777,4.9826,4.982,4.9817,4.9816,4.9831,4.9878,4.9904,4.9898,4.9855,4.9887,4.9952,4.9976,4.9998,5.0054,5.0071,5.0093,5.0114,5.0096,5.0144,5.0098
4.9778,4.9826,4.9821,4.9816,4.9815,4.9832,4.9877,4.9903,4.9898,4.9855,4.9887,4.9953,4.9976,4.9998,5.0054,5.0072,5.0094,5.0114,5.0096,5.0145,5.0098
4.9779,4.9826,4.982,4.9815,4.9815,4.9832,4.9878,4.9905,4.99,4.9855,4.9888,4.9952,4.9974,4.9997,5.0054,5.007,5.0094,5.0115,5.0098,5.0145,5.0097
4.9779,4.9825,4.982,4.9814,4.9816,4.9831,4.9879,4.9904,4.99,4.9855,4.9887,4.9951,4.9976,4.9996,5.0054,5.0069,5.0094,5.0114,5.0097,5.0145,5.0097
4.9781,4.9824,4.982,4.9814,4.9815,4.9831,4.9879,4.9902,4.99,4.9855,4.9887,4.9952,4.9976,4.9996,5.0054,5.0069,5.0094,5.0114,5.0097,5.0145,5.0097
4.9779,4.9822,4.9821,4.9814,4.9815,4.9831,4.9879,4.9901,4.9899,4.9855,4.9889,4.9952,4.9977,4.9996,5.0053,5.007,5.0093,5.0114,5.0099,5.0144,5.0096
4.9781,4.9823,4.982,4.9814,4.9817,4.9832,4.988,4.9902,4.9899,4.9854,4.9886,4.9951,4.9976,4.9996,5.0054,5.007,5.0093,5.0113,5.0099,5.0145,5.0096
4.9781,4.9822,4.982,4.9814,4.9817,4.9832,4.988,4.9901,4.9899,4.9855,4.9887,4.9952,4.9976,4.9997,5.0054,5.0069,5.0093,5.0113,5.01,5.0146,5.0096
4.9783,4.9823,4.982,4.9815,4.9815,4.983,4.988,4.9901,4.9898,4.9855,4.9888,4.9953,4.9977,4.9997,5.0054,5.007,5.0094,5.0112,5.01,5.0146,5.0095
4.9781,4.9822,4.982,4.9816,4.9816,4.9831,4.9881,4.9901,4.9898,4.9854,4.9887,4.9953,4.9977,4.9996,5.0054,5.0069,5.0094,5.0114,5.0099,5.0145,5.0094
4.9778,4.9821,4.9822,4.9817,4.9816,4.9831,4.988,4.99,4.9896,4.9854,4.9887,4.9953,4.9976,4.9997,5.0054,5.0069,5.0092,5.0114,5.01,5.0144,5.0093
4.9778,4.9822,4.9823,4.9817,4.9816,4.983,4.9879,4.9901,4.9897,4.9856,4.9887,4.9953,4.9976,4.9996,5.0054,5.0069,5.0092,5.0116,5.01,5.0145,5.0093
4.9778,4.982,4.9823,4.9817,4.9817,4.983,4.9879,4.9901,4.9897,4.9856,4.9888,4.9953,4.9976,4.9997,5.0054,5.0069,5.0092,5.0116,5.01,5.0144,5.0092
4.9779,4.982,4.9823,4.9818,4.9815,4.983,4.9879,4.9902,4.9897,4.9857,4.9888,4.9953,4.9974,4.9996,5.0052,5.0068,5.0092,5.0116,5.0103,5.0145,5.0092
4.9782,4.9821,4.9823,4.9818,4.9815,4.983,4.988,4.9901,4.9898,4.9857,4.9887,4.9953,4.9975,4.9997,5.0053,5.0068,5.0092,5.0116,5.0102,5.0146,5.0092
4.9782,4.982,4.9822,4.9817,4.9815,4.9831,4.9879,4.9902,4.9898,4.9857,4.9887,4.9953,4.9975,4.9997,5.0052,5.0068,5.0092,5.0116,5.0101,5.0147,5.0091
4.9782,4.9818,4.9823,4.9818,4.9816,4.9832,4.9881,4.9902,4.9898,4.9856,4.9888,4.9953,4.9975,4.9999,5.0052,5.0069,5.0092,5.0114,5.0101,5.0147,5.0091
4.9784,4.9819,4.9823,4.9817,4.9815,4.9831,4.9882,4.9903,4.9898,4.9857,4.9886,4.9953,4.9974,4.9998,5.0052,5.007,5.0094,5.0116,5.01,5.0146,5.0091
4.9786,4.9819,4.9824,4.9817,4.9815,4.9833,4.988,4.9903,4.99,4.9856,4.9886,4.9952,4.9972,4.9998,5.0052,5.007,5.0093,5.0114,5.01,5.0146,5.009
4.9784,4.9819,4.9824,4.9818,4.9813,4.9833,4.988,4.9904,4.99,4.9856,4.9888,4.9952,4.9971,4.9998,5.0052,5.007,5.0095,5.0115,5.01,5.0146,5.0091
4.9786,4.9821,4.9824,4.9819,4.9814,4.9832,4.988,4.9905,4.9901,4.9858,4.9889,4.9951,4.9971,4.9999,5.0052,5.007,5.0095,5.0115,5.0101,5.0148,5.0089
4.9791,4.9819,4.9824,4.9819,4.9815,4.9831,4.9879,4.9904,4.9903,4.9858,4.9888,4.9951,4.9971,5.0001,5.0053,5.007,5.0096,5.0115,5.01,5.015,5.0089
4.9792,4.982,4.9822,4.9818,4.9815,4.9832,4.9877,4.9905,4.9904,4.9858,4.9888,4.995,4.9971,5.0002,5.0052,5.0071,5.0095,5.0115,5.0101,5.015,5.0089
4.979,4.9819,4.9823,4.9818,4.9815,4.9832,4.9876,4.9906,4.9904,4.986,4.9886,4.9948,4.9969,5.0003,5.0052,5.0073,5.0095,5.0117,5.01,5.015,5.0088
4.979,4.9818,4.9823,4.9818,4.9817,4.9831,4.9878,4.9907,4.9904,4.9863,4.9886,4.9947,4.9969,5.0001,5.0052,5.0073,5.0096,5.0118,5.0101,5.0151,5.0089
4.9792,4.9818,4.9823,4.9818,4.9819,4.9831,4.9878,4.9907,4.9904,4.9863,4.9885,4.9947,4.9968,5,5.0052,5.0073,5.0096,5.0115,5.01,5.0151,5.009
4.9791,4.9819,4.9822,4.9818,4.982,4.9831,4.988,4.9907,4.9904,4.9861,4.9884,4.9946,4.9968,5.0001,5.0051,5.0073,5.0095,5.0115,5.0101,5.0151,5.009
4.9791,4.9816,4.9822,4.9819,4.9823,4.9831,4.988,4.9908,4.9904,4.9861,4.9885,4.9945,4.9967,5.0001,5.0048,5.0073,5.0097,5.0115,5.01,5.0151,5.009
4.9792,4.9816,4.9823,4.982,4.9824,4.9833,4.9879,4.9909,4.9903,4.9861,4.9885,4.9944,4.9967,5.0002,5.0047,5.0074,5.0098,5.0115,5.01,5.0151,5.009
4.9792,4.9815,4.9822,4.9821,4.9824,4.9833,4.9879,4.9909,4.9904,4.9861,4.9885,4.9943,4.9967,5.0003,5.0048,5.0072,5.0099,5.0117,5.01,5.0151,5.0088
4.9792,4.9814,4.9822,4.9821,4.9824,4.9835,4.988,4.9907,4.9904,4.986,4.9886,4.9943,4.9965,5.0002,5.0048,5.0072,5.01,5.0116,5.0101,5.0151,5.0088
4.9793,4.9814,4.9822,4.9821,4.9825,4.9836,4.9879,4.9906,4.9905,4.986,4.9886,4.9942,4.9966,5.0003,5.0048,5.007,5.0101,5.0116,5.0102,5.0151,5.0088
4.9793,4.9814,4.9822,4.9821,4.9826,4.9837,4.9878,4.9906,4.9904,4.9861,4.9885,4.9943,4.9965,5.0002,5.0047,5.007,5.0101,5.0114,5.0102,5.0152,5.0087
4.9791,4.9815,4.9821,4.9821,4.9825,4.9837,4.9878,4.9909,4.9905,4.986,4.9885,4.9942,4.9965,5.0002,5.0047,5.0068,5.0102,5.0115,5.0101,5.0152,5.0087
4.9794,4.9814,4.982,4.9821,4.9826,4.9836,4.9878,4.9908,4.9905,4.9859,4.9886,4.9942,4.9961,5.0002,5.0048,5.0068,5.0102,5.0115,5.0101,5.0152,5.0087
4.979,4.9814,4.9819,4.9821,4.9826,4.9835,4.9878,4.991,4.9905,4.9859,4.9888,4.9942,4.9959,5.0002,5.0048,5.0068,5.01,5.0113,5.0101,5.0151,5.0087
4.979,4.9815,4.9817,4.9822,4.9827,4.9834,4.9877,4.991,4.9906,4.9857,4.9886,4.9944,4.9958,5.0003,5.0049,5.0069,5.0101,5.0113,5.0101,5.0151,5.0088
4.9789,4.9814,4.9816,4.9822,4.9828,4.9835,4.9877,4.991,4.9904,4.9859,4.9886,4.9943,4.9958,5.0003,5.0049,5.007,5.0101,5.0112,5.0101,5.0151,5.0089
4.9789,4.9815,4.9818,4.9823,4.9829,4.9833,4.9878,4.9908,4.9904,4.986,4.9885,4.9943,4.9956,5.0002,5.0049,5.0067,5.0102,5.0112,5.0101,5.0152,5.0088
4.9789,4.9818,4.9818,4.9822,4.9828,4.9833,4.9878,4.9908,4.9904,4.9859,4.9886,4.9943,4.9956,5.0003,5.0049,5.0068,5.0104,5.0112,5.0102,5.0152,5.0088
4.9788,4.9817,4.9816,4.9821,4.9828,4.9834,4.9879,4.9904,4.9905,4.9859,4.9886,4.9944,4.9955,5.0003,5.0048,5.0069,5.0104,5.0113,5.01,5.0152,5.0087
4.9788,4.9818,4.9817,4.982,4.9827,4.9834,4.988,4.9904,4.9905,4.986,4.9884,4.9943,4.9958,5.0003,5.0049,5.0069,5.0104,5.0113,5.0101,5.0152,5.0087
4.9789,4.9818,4.9817,4.982,4.9826,4.9833,4.9879,4.9904,4.9907,4.986,4.9885,4.9943,4.9957,5.0003,5.0047,5.0068,5.0103,5.0113,5.0101,5.0153,5.0088
4.9788,4.9818,4.9818,4.982,4.9826,4.9832,4.9879,4.9904,4.9905,4.9861,4.9885,4.9944,4.9957,5.0003,5.0048,5.0068,5.0102,5.0113,5.01,5.0153,5.0088
4.9787,4.982,4.9817,4.982,4.9826,4.9833,4.988,4.9903,4.9906,4.9863,4.9884,4.9944,4.9958,5.0004,5.0047,5.0068,5.0103,5.0113,5.01,5.0153,5.0087
4.9787,4.9819,4.9818,4.9821,4.9826,4.9833,4.988,4.9903,4.9906,4.9865,4.9883,4.9943,4.9959,5.0005,5.0047,5.0068,5.0103,5.0113,5.0099,5.0152,5.0089
4.9789,4.9819,4.9816,4.982,4.9826,4.9834,4.9878,4.9901,4.9908,4.9865,4.9885,4.9943,4.9957,5.0003,5.0047,5.0068,5.0102,5.0113,5.0098,5.0152,5.0089
4.9788,4.9818,4.9816,4.9819,4.9826,4.9835,4.9876,4.9902,4.9906,4.9864,4.9884,4.9944,4.9957,5.0003,5.0048,5.0068,5.0102,5.0113,5.0099,5.0153,5.009
4.9786,4.9818,4.9816,4.9818,4.9826,4.9835,4.9877,4.9902,4.9904,4.9864,4.9883,4.9944,4.9956,5.0003,5.0048,5.0067,5.0102,5.0111,5.0098,5.0157,5.009
4.9785,4.9816,4.9816,4.9816,4.9826,4.9835,4.9878,4.9903,4.9905,4.9864,4.9884,4.9943,4.9956,5.0004,5.0048,5.0066,5.0102,5.0111,5.0098,5.0157,5.009
4.9784,4.9815,4.9815,4.9814,4.9825,4.9834,4.9877,4.9903,4.9906,4.9864,4.9885,4.9943,4.9955,5.0004,5.0048,5.0067,5.0103,5.011,5.0098,5.0158,5.009
4.9785,4.9815,4.9815,4.9815,4.9825,4.9834,4.9876,4.9902,4.9907,4.9866,4.9885,4.9943,4.9955,5.0004,5.0048,5.0066,5.0102,5.0111,5.0098,5.0158,5.0091
4.9783,4.9816,4.9815,4.9813,4.9825,4.9834,4.9876,4.9901,4.9907,4.9867,4.9886,4.9943,4.9955,5.0002,5.0048,5.0066,5.0102,5.011,5.0097,5.0159,5.0092
4.9784,4.9819,4.9816,4.9813,4.9825,4.9834,4.9876,4.9902,4.9908,4.9867,4.9885,4.9942,4.9955,5.0003,5.0049,5.0065,5.0102,5.011,5.0097,5.0161,5.0091
4.9783,4.9818,4.9815,4.9812,4.9825,4.9834,4.9876,4.9903,4.9908,4.9866,4.9887,4.9941,4.9954,5.0003,5.0049,5.0065,5.0101,5.0111,5.0097,5.0161,5.0092
4.9785,4.9818,4.9815,4.9813,4.9825,4.9835,4.9876,4.9904,4.9907,4.9864,4.9887,4.9942,4.9955,5.0002,5.0047,5.0064,5.01,5.0111,5.0098,5.016,5.0092
4.9785,4.9819,4.9816,4.9814,4.9825,4.9835,4.9875,4.9904,4.9907,4.9864,4.9887,4.9943,4.9956,5.0003,5.0047,5.0065,5.01,5.0111,5.0096,5.016,5.0091
4.9784,4.9818,4.9815,4.9815,4.9825,4.9835,4.9875,4.9903,4.9904,4.9865,4.9887,4.9942,4.9956,5.0004,5.0048,5.0063,5.01,5.0112,5.0096,5.016,5.0091
4.9784,4.9818,4.9814,4.9816,4.9824,4.9835,4.9874,4.9903,4.9904,4.9865,4.9886,4.9943,4.9956,5.0005,5.0047,5.0064,5.01,5.0112,5.0099,5.0159,5.009
4.9786,4.9819,4.9816,4.9815,4.9825,4.9835,4.9875,4.9901,4.9904,4.9865,4.9886,4.9942,4.9957,5.0004,5.0046,5.0064,5.01,5.0115,5.0098,5.0158,5.009
4.9786,4.9818,4.9815,4.9816,4.9826,4.9834,4.9877,4.9902,4.9904,4.9866,4.9886,4.9943,4.9958,5.0003,5.0046,5.0064,5.0101,5.0115,5.0097,5.0159,5.009
4.9785,4.9818,4.9815,4.9817,4.9826,4.9834,4.9877,4.9901,4.9904,4.9865,4.9886,4.9943,4.9959,5.0003,5.0047,5.0065,5.0101,5.0115,5.0096,5.0158,5.0092
4.9786,4.9818,4.9819,4.9816,4.9826,4.9835,4.9878,4.9901,4.9904,4.9865,4.9885,4.9942,4.9958,5.0003,5.0047,5.0066,5.0101,5.0115,5.0097,5.0158,5.0091
4.9786,4.9818,4.9821,4.9816,4.9826,4.9832,4.9879,4.9901,4.9904,4.9865,4.9884,4.9941,4.9958,5.0003,5.0048,5.0068,5.01,5.0115,5.0096,5.016,5.0092
4.9785,4.9818,4.9818,4.9815,4.9826,4.9831,4.988,4.99,4.9903,4.9865,4.9881,4.9942,4.9955,5.0003,5.0049,5.0068,5.01,5.0115,5.0097,5.0162,5.0092
4.9785,4.9818,4.9818,4.9815,4.9826,4.9831,4.9879,4.9901,4.9904,4.9865,4.988,4.9942,4.9953,5.0001,5.0049,5.0067,5.0101,5.0116,5.0097,5.0162,5.0092
4.9785,4.9817,4.9818,4.9815,4.9827,4.9832,4.9879,4.9901,4.9905,4.9866,4.988,4.9943,4.9953,5.0001,5.0048,5.007,5.0101,5.0114,5.0096,5.0161,5.0092
4.9786,4.9818,4.9818,4.9814,4.9827,4.9833,4.9879,4.99,4.9905,4.9867,4.9881,4.9942,4.9952,5,5.0049,5.007,5.0101,5.0115,5.0097,5.016,5.0093
4.9787,4.9816,4.9817,4.9814,4.9827,4.9833,4.988,4.99,4.9905,4.9867,4.9881,4.9942,4.9952,4.9999,5.0049,5.0071,5.0101,5.0116,5.0097,5.0161,5.0094
4.9786,4.9816,4.9817,4.9814,4.9828,4.9832,4.9879,4.9899,4.9905,4.9866,4.9881,4.9942,4.9952,4.9999,5.0049,5.007,5.0099,5.0116,5.0097,5.0161,5.0094
4.9785,4.9816,4.9816,4.9814,4.9829,4.9831,4.9879,4.99,4.9905,4.9867,4.9881,4.9942,4.9952,4.9998,5.005,5.0072,5.0099,5.0115,5.0097,5.0161,5.0095
4.9785,4.9816,4.9815,4.9814,4.9829,4.9831,4.988,4.9899,4.9902,4.9865,4.9881,4.9943,4.9952,4.9998,5.0049,5.0071,5.0099,5.0116,5.0097,5.016,5.0095
4.9786,4.9816,4.9815,4.9815,4.9829,4.9831,4.9881,4.9899,4.9904,4.9865,4.9882,4.9943,4.9952,4.9999,5.0049,5.0071,5.0098,5.0116,5.0097,5.0162,5.0095
4.9785,4.9818,4.9814,4.9815,4.9829,4.9831,4.9879,4.9901,4.9904,4.9865,4.9882,4.9943,4.9952,5,5.0049,5.0072,5.0098,5.0118,5.0096,5.0162,5.0095
4.9785,4.9816,4.9814,4.9814,4.9829,4.9831,4.9878,4.99,4.9904,4.9865,4.9882,4.9943,4.9956,4.9999,5.0049,5.0072,5.0097,5.0118,5.0096,5.0162,5.0096
4.9786,4.9816,4.9815,4.9812,4.9829,4.983,4.9878,4.9899,4.9904,4.9866,4.9883,4.9943,4.9955,4.9999,5.0049,5.0072,5.0097,5.0116,5.0096,5.0161,5.0097
4.9785,4.9816,4.9815,4.9812,4.9827,4.9829,4.9878,4.9897,4.9904,4.9866,4.9883,4.9943,4.9955,4.9999,5.005,5.0072,5.0099,5.0116,5.0096,5.0162,5.0096
4.9785,4.9816,4.9816,4.9812,4.9827,4.983,4.9878,4.9898,4.9904,4.9866,4.9883,4.9943,4.9955,4.9999,5.0052,5.0073,5.0099,5.0115,5.0097,5.0162,5.0097
4.9786,4.9816,4.9818,4.9813,4.9826,4.9831,4.9878,4.9899,4.9904,4.9867,4.9883,4.9942,4.9956,4.9998,5.0051,5.0074,5.01,5.0116,5.0099,5.0163,5.0098
4.9784,4.9816,4.982,4.9814,4.9827,4.983,4.9878,4.9902,4.9904,4.9869,4.9883,4.9938,4.9956,4.9998,5.0052,5.0074,5.0101,5.0116,5.0099,5.0163,5.0098
4.9784,4.9815,4.9821,4.9814,4.9827,4.983,4.9878,4.9901,4.9905,4.9865,4.9885,4.9938,4.9955,4.9996,5.0053,5.0074,5.0101,5.0116,5.01,5.0163,5.0098
4.9784,4.9813,4.982,4.9814,4.9826,4.9829,4.9878,4.9899,4.9905,4.9866,4.9886,4.9939,4.9957,4.9996,5.0051,5.0074,5.0102,5.0116,5.0098,5.0163,5.01
4.9783,4.9812,4.982,4.9814,4.9826,4.983,4.9876,4.9899,4.9904,4.9867,4.9885,4.994,4.9956,4.9995,5.0051,5.0072,5.0102,5.0117,5.0098,5.0161,5.0101
4.9782,4.9812,4.9821,4.9813,4.9825,4.9831,4.9876,4.9899,4.9907,4.9865,4.9885,4.994,4.9955,4.9992,5.0052,5.0072,5.0103,5.0117,5.0099,5.0161,5.0102
4.9781,4.9813,4.9821,4.9814,4.9824,4.9828,4.9875,4.9898,4.9908,4.9863,4.9887,4.9941,4.9955,4.9993,5.0051,5.0073,5.0102,5.0118,5.0098,5.0161,5.01
4.9779,4.9812,4.982,4.9815,4.9824,4.9828,4.9874,4.9898,4.9908,4.9863,4.9885,4.9941,4.9956,4.9993,5.0051,5.0073,5.01,5.0118,5.0099,5.0161,5.01
4.978,4.9814,4.9821,4.9814,4.9824,4.9826,4.9875,4.9898,4.9908,4.9864,4.9885,4.9941,4.9956,4.9993,5.0051,5.0073,5.01,5.0117,5.0099,5.0161,5.0101
4.9778,4.9814,4.9821,4.9813,4.9823,4.9826,4.9875,4.9896,4.9908,4.9862,4.9885,4.9941,4.9956,4.9993,5.0051,5.0072,5.01,5.0114,5.0099,5.016,5.0099
4.978,4.9817,4.9821,4.9813,4.9824,4.9828,4.9874,4.9898,4.9906,4.9861,4.9885,4.9941,4.9956,4.9993,5.0052,5.0071,5.0102,5.0114,5.0099,5.016,5.01
4.9779,4.9817,4.9822,4.9813,4.9824,4.9829,4.9872,4.9898,4.9907,4.9862,4.9885,4.9939,4.9955,4.9994,5.0052,5.007,5.0102,5.0117,5.0101,5.0161,5.01
4.9778,4.9816,4.9822,4.9813,4.9824,4.9829,4.9872,4.9898,4.9906,4.9862,4.9885,4.9938,4.9955,4.9993,5.0052,5.0072,5.0102,5.0117,5.0101,5.0161,5.01
4.9779,4.9817,4.9821,4.9813,4.9825,4.9829,4.9872,4.9899,4.9906,4.9862,4.9884,4.9937,4.9955,4.9993,5.0052,5.0071,5.0102,5.0117,5.0102,5.0162,5.0097
4.978,4.9816,4.9822,4.9812,4.9826,4.9828,4.9873,4.9899,4.9906,4.9861,4.9885,4.9937,4.9955,4.9993,5.0051,5.0073,5.0102,5.0117,5.0102,5.0161,5.0099
